OBJECTID,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN,CODIGOCTMESTACIONREDMETRO
68,5,370838,C8A,C-8a,2,1,91,,682,7,TI,I,VILLALBA,28,047,COLLADO VILLALBA,B3,Plaza de la Estación N 1,20240125,20240101,,2288.7713,30,5,92_371,,,5__8_A____2_IT_1_5_91__682_TI_I_7,,,,5__8_A__,5__8_A____2_IT_1,5_91,5_91_,5_91_682,
69,5,330338,C2,C-2,1,1,22,,539,10,TI,I,COSLADA,28,049,COSLADA,B1,Calle de Luis Braille N 8,20010621,19930101,,3258.8885,30,5,92_87,,,5__2_____1_IT_1_5_22__539_TI_I_10,,,,5__2___,5__2_____1_IT_1,5_22,5_22_,5_22_539,
70,5,330357,C2,C-2,2,1,22,,540,10,TI,I,COSLADA,28,049,COSLADA,B1,Calle de Luis Braille N 8,20010621,19930101,,3843.6997,30,5,92_87,,,5__2_____2_IT_1_5_22__540_TI_I_10,,,,5__2___,5__2_____2_IT_1,5_22,5_22_,5_22_540,
71,5,364227,C7,C-7,2,1,22,,540,19,TI,I,COSLADA,28,049,COSLADA,B1,Calle de Luis Braille N 8,20190919,20181105,,3843.6997,30,5,92_87,,,5__7_____2_IT_1_5_22__540_TI_I_19,,,,5__7___,5__7_____2_IT_1,5_22,5_22_,5_22_540,
72,5,364228,C8,C-8,1,1,22,,539,10,TI,I,COSLADA,28,049,COSLADA,B1,Calle de Luis Braille N 8,20190919,20181105,,3258.8885,30,5,92_87,,,5__8_____1_IT_1_5_22__539_TI_I_10,,,,5__8___,5__8_____1_IT_1,5_22,5_22_,5_22_539,
73,5,364229,C8,C-8,2,1,22,,540,23,TI,I,COSLADA,28,049,COSLADA,B1,Calle de Luis Braille N 8,20190919,20181105,,3843.6997,30,5,92_87,,,5__8_____2_IT_1_5_22__540_TI_I_23,,,,5__8___,5__8_____2_IT_1,5_22,5_22_,5_22_540,
74,5,364226,C7,C-7,1,1,22,,539,6,TI,I,COSLADA,28,049,COSLADA,B1,Calle de Luis Braille N 8,20190919,20181105,,3258.8885,30,5,92_87,,,5__7_____1_IT_1_5_22__539_TI_I_6,,,,5__7___,5__7_____1_IT_1,5_22,5_22_,5_22_539,
75,5,370837,C8A,C-8a,1,1,22,,539,10,TI,I,COSLADA,28,049,COSLADA,B1,Calle de Luis Braille N 8,20240125,20240101,,,30,5,92_87,,,5__8_A____1_IT_1_5_22__539_TI_I_10,,,,5__8_A__,5__8_A____1_IT_1,5_22,5_22_,5_22_539,
76,5,370838,C8A,C-8a,2,1,22,,540,24,TI,I,COSLADA,28,049,COSLADA,B1,Calle de Luis Braille N 8,20240125,20240101,,3843.6997,30,5,92_87,,,5__8_A____2_IT_1_5_22__540_TI_I_24,,,,5__8_A__,5__8_A____2_IT_1,5_22,5_22_,5_22_540,
77,5,330338,C2,C-2,1,1,71,,637,9,TI,I,SAN FERNANDO,28,049,COSLADA,B1,Calle   Estación de ferrocarril N 6,20010621,19930101,,4812.5564,30,5,93_333,,,5__2_____1_IT_1_5_71__637_TI_I_9,,,,5__2___,5__2_____1_IT_1,5_71,5_71_,5_71_637,
78,5,330357,C2,C-2,2,1,71,,638,11,TI,I,SAN FERNANDO,28,049,COSLADA,B1,Calle   Estación de ferrocarril N 6,20010621,19930101,,3253.9267,30,5,93_333,,,5__2_____2_IT_1_5_71__638_TI_I_11,,,,5__2___,5__2_____2_IT_1,5_71,5_71_,5_71_638,
79,5,364227,C7,C-7,2,1,71,,638,20,TI,I,SAN FERNANDO,28,049,COSLADA,B1,Calle   Estación de ferrocarril N 6,20190919,20181105,,3253.9267,30,5,93_333,,,5__7_____2_IT_1_5_71__638_TI_I_20,,,,5__7___,5__7_____2_IT_1,5_71,5_71_,5_71_638,
80,5,364228,C8,C-8,1,1,71,,637,9,TI,I,SAN FERNANDO,28,049,COSLADA,B1,Calle   Estación de ferrocarril N 6,20190919,20181105,,4812.5564,30,5,93_333,,,5__8_____1_IT_1_5_71__637_TI_I_9,,,,5__8___,5__8_____1_IT_1,5_71,5_71_,5_71_637,
81,5,364229,C8,C-8,2,1,71,,638,24,TI,I,SAN FERNANDO,28,049,COSLADA,B1,Calle   Estación de ferrocarril N 6,20190919,20181105,,3253.9267,30,5,93_333,,,5__8_____2_IT_1_5_71__638_TI_I_24,,,,5__8___,5__8_____2_IT_1,5_71,5_71_,5_71_638,
82,5,364226,C7,C-7,1,1,71,,637,5,TI,I,SAN FERNANDO,28,049,COSLADA,B1,Calle   Estación de ferrocarril N 6,20190919,20181105,,4812.5564,30,5,93_333,,,5__7_____1_IT_1_5_71__637_TI_I_5,,,,5__7___,5__7_____1_IT_1,5_71,5_71_,5_71_637,
83,5,370837,C8A,C-8a,1,1,71,,637,9,TI,I,SAN FERNANDO,28,049,COSLADA,B1,Calle   Estación de ferrocarril N 6,20240125,20240101,,,30,5,93_333,,,5__8_A____1_IT_1_5_71__637_TI_I_9,,,,5__8_A__,5__8_A____1_IT_1,5_71,5_71_,5_71_637,
84,5,370838,C8A,C-8a,2,1,71,,638,25,TI,I,SAN FERNANDO,28,049,COSLADA,B1,Calle   Estación de ferrocarril N 6,20240125,20240101,,3253.9267,30,5,93_333,,,5__8_A____2_IT_1_5_71__638_TI_I_25,,,,5__8_A__,5__8_A____2_IT_1,5_71,5_71_,5_71_638,
85,5,370837,C8A,C-8a,1,1,29,,553,30,TI,I,"ESCORIAL, EL",28,054,"ESCORIAL, EL",C1,Calle   Estación Renfe N 5,20240125,20240101,,8647.2794,30,5,93_206,,,5__8_A____1_IT_1_5_29__553_TI_I_30,,,,5__8_A__,5__8_A____1_IT_1,5_29,5_29_,5_29_553,
86,5,370838,C8A,C-8a,2,1,29,,554,4,TI,I,"ESCORIAL, EL",28,054,"ESCORIAL, EL",C1,Calle   Estación Renfe N 5,20240125,20240101,,6346.7506,30,5,93_206,,,5__8_A____2_IT_1_5_29__554_TI_I_4,,,,5__8_A__,5__8_A____2_IT_1,5_29,5_29_,5_29_554,
87,5,370837,C8A,C-8a,1,1,96,,691,29,TI,I,"ZORRERAS, LAS",28,054,"ESCORIAL, EL",C1,Calle   Alcudia N 26,20240125,20240101,,1518.0808,30,5,93_376,,,5__8_A____1_IT_1_5_96__691_TI_I_29,,,,5__8_A__,5__8_A____1_IT_1,5_96,5_96_,5_96_691,
88,5,370838,C8A,C-8a,2,1,96,,692,5,TI,I,"ZORRERAS, LAS",28,054,"ESCORIAL, EL",C1,Calle   Alcudia N 26,20240125,20240101,,8644.2865,30,5,93_376,,,5__8_A____2_IT_1_5_96__692_TI_I_5,,,,5__8_A__,5__8_A____2_IT_1,5_96,5_96_,5_96_692,
89,5,332751,C5,C-5,1,1,32,,559,22,TI,I,FUENLABRADA,28,058,FUENLABRADA,B2,Plaza  Constitución N 1,20040303,20040228,,1595.501,30,5,92_91,,,5__5_____1_IT_1_5_32__559_TI_I_22,,,,5__5___,5__5_____1_IT_1,5_32,5_32_,5_32_559,
90,5,332752,C5,C-5,2,1,32,,560,2,TI,I,FUENLABRADA,28,058,FUENLABRADA,B2,Plaza  Constitución N 1,20040303,20040228,,3967.0159,30,5,92_91,,,5__5_____2_IT_1_5_32__560_TI_I_2,,,,5__5___,5__5_____2_IT_1,5_32,5_32_,5_32_560,
91,5,332751,C5,C-5,1,1,77,,651,21,TI,I,"SERNA, LA",28,058,FUENLABRADA,B2,Calle   Barcelona N 28,20040303,20040228,,1917.1779,30,5,93_343,,,5__5_____1_IT_1_5_77__651_TI_I_21,,,,5__5___,5__5_____1_IT_1,5_77,5_77_,5_77_651,
92,5,332752,C5,C-5,2,1,77,,652,3,TI,I,"SERNA, LA",28,058,FUENLABRADA,B2,Calle   Barcelona N 28,20040303,20040228,,1595.0507,30,5,93_343,,,5__5_____2_IT_1_5_77__652_TI_I_3,,,,5__5___,5__5_____2_IT_1,5_77,5_77_,5_77_652,
93,5,361622,C10,C-10,1,1,33,,562,2,TI,I,GALAPAGAR-LA NAVATA,28,061,GALAPAGAR,B3,Ctra de Galapagar-La Navata N 154,20180312,20170126,,3862.7986,30,5,93_217,,,5__10_____1_IT_1_5_33__562_TI_I_2,,,,5__10___,5__10_____1_IT_1,5_33,5_33_,5_33_562,
94,5,361623,C10,C-10,2,1,33,,561,20,TI,I,GALAPAGAR-LA NAVATA,28,061,GALAPAGAR,B3,Ctra de Galapagar-La Navata N 154,20180312,20170126,,3862.1467,30,5,93_217,,,5__10_____2_IT_1_5_33__561_TI_I_20,,,,5__10___,5__10_____2_IT_1,5_33,5_33_,5_33_561,
95,5,364228,C8,C-8,1,1,33,,561,26,TI,I,GALAPAGAR-LA NAVATA,28,061,GALAPAGAR,B3,Ctra de Galapagar-La Navata N 154,20190919,20181105,,3862.1467,30,5,93_217,,,5__8_____1_IT_1_5_33__561_TI_I_26,,,,5__8___,5__8_____1_IT_1,5_33,5_33_,5_33_561,
96,5,364229,C8,C-8,2,1,33,,562,7,TI,I,GALAPAGAR-LA NAVATA,28,061,GALAPAGAR,B3,Ctra de Galapagar-La Navata N 154,20190919,20181105,,3862.7986,30,5,93_217,,,5__8_____2_IT_1_5_33__562_TI_I_7,,,,5__8___,5__8_____2_IT_1,5_33,5_33_,5_33_562,
97,5,370837,C8A,C-8a,1,1,33,,561,26,TI,I,GALAPAGAR-LA NAVATA,28,061,GALAPAGAR,B3,Ctra de Galapagar-La Navata N 154,20240125,20240101,,,30,5,93_217,,,5__8_A____1_IT_1_5_33__561_TI_I_26,,,,5__8_A__,5__8_A____1_IT_1,5_33,5_33_,5_33_561,
98,5,370838,C8A,C-8a,2,1,33,,562,8,TI,I,GALAPAGAR-LA NAVATA,28,061,GALAPAGAR,B3,Ctra de Galapagar-La Navata N 154,20240125,20240101,,3862.7986,30,5,93_217,,,5__8_A____2_IT_1_5_33__562_TI_I_8,,,,5__8_A__,5__8_A____2_IT_1,5_33,5_33_,5_33_562,
99,5,370837,C8A,C-8a,1,1,74,,643,28,TI,I,SAN YAGO,28,061,GALAPAGAR,C1,Avda   Saltos del Sil N 1,20240125,20240101,,2291.9779,30,5,93_339,,,5__8_A____1_IT_1_5_74__643_TI_I_28,,,,5__8_A__,5__8_A____1_IT_1,5_74,5_74_,5_74_643,
100,5,370838,C8A,C-8a,2,1,74,,644,6,TI,I,SAN YAGO,28,061,GALAPAGAR,C1,Avda   Saltos del Sil N 1,20240125,20240101,,1517.7938,30,5,93_339,,,5__8_A____2_IT_1_5_74__644_TI_I_6,,,,5__8_A__,5__8_A____2_IT_1,5_74,5_74_,5_74_644,
101,5,340742,C4A,C-4a,1,1,34,,564,3,TI,I,GETAFE CENTRO,28,065,GETAFE,B1,Calle  Ferrocarril N 2,20090625,20090625,,2459.0417,30,5,92_92,,,5__4_A____1_IT_1_5_34__564_TI_I_3,,,,5__4_A__,5__4_A____1_IT_1,5_34,5_34_,5_34_564,
102,5,340743,C4A,C-4a,2,1,34,,563,13,TI,I,GETAFE CENTRO,28,065,GETAFE,B1,Calle  Ferrocarril N 2,20090625,20090625,,1528.8175,30,5,92_92,,,5__4_A____2_IT_1_5_34__563_TI_I_13,,,,5__4_A__,5__4_A____2_IT_1,5_34,5_34_,5_34_563,
103,5,340744,C4B,C-4b,1,1,34,,564,3,TI,I,GETAFE CENTRO,28,065,GETAFE,B1,Calle  Ferrocarril N 2,20090625,20090625,,2459.0417,30,5,92_92,,,5__4_B____1_IT_1_5_34__564_TI_I_3,,,,5__4_B__,5__4_B____1_IT_1,5_34,5_34_,5_34_564,
104,5,340745,C4B,C-4b,2,1,34,,563,13,TI,I,GETAFE CENTRO,28,065,GETAFE,B1,Calle  Ferrocarril N 2,20090625,20090625,,1528.817,30,5,92_92,,,5__4_B____2_IT_1_5_34__563_TI_I_13,,,,5__4_B__,5__4_B____2_IT_1,5_34,5_34_,5_34_563,
105,5,364222,C3,C-3,1,1,35,,566,5,TI,I,GETAFE INDUSTRIAL,28,065,GETAFE,B1,Paseo de John Lennon N 15400,20190919,20181105,,6981.2967,30,5,93_219,,,5__3_____1_IT_1_5_35__566_TI_I_5,,,,5__3___,5__3_____1_IT_1,5_35,5_35_,5_35_566,
106,5,364223,C3,C-3,2,1,35,,565,9,TI,I,GETAFE INDUSTRIAL,28,065,GETAFE,B1,Paseo de John Lennon N 15400,20190919,20181105,,1473.161,30,5,93_219,,,5__3_____2_IT_1_5_35__565_TI_I_9,,,,5__3___,5__3_____2_IT_1,5_35,5_35_,5_35_565,
107,5,340742,C4A,C-4a,1,1,36,,568,2,TI,I,GETAFE SECTOR 3,28,065,GETAFE,B1,Calle del Cementerio Municipal SN SN,20090625,20090625,,7874.7103,30,5,93_220,,,5__4_A____1_IT_1_5_36__568_TI_I_2,,,,5__4_A__,5__4_A____1_IT_1,5_36,5_36_,5_36_568,
108,5,340743,C4A,C-4a,2,1,36,,567,14,TI,I,GETAFE SECTOR 3,28,065,GETAFE,B1,Calle del Cementerio Municipal SN SN,20090625,20090625,,2461.0279,30,5,93_220,,,5__4_A____2_IT_1_5_36__567_TI_I_14,,,,5__4_A__,5__4_A____2_IT_1,5_36,5_36_,5_36_567,
109,5,340744,C4B,C-4b,1,1,36,,568,2,TI,I,GETAFE SECTOR 3,28,065,GETAFE,B1,Calle del Cementerio Municipal SN SN,20090625,20090625,,7874.7103,30,5,93_220,,,5__4_B____1_IT_1_5_36__568_TI_I_2,,,,5__4_B__,5__4_B____1_IT_1,5_36,5_36_,5_36_568,
110,5,340745,C4B,C-4b,2,1,36,,567,14,TI,I,GETAFE SECTOR 3,28,065,GETAFE,B1,Calle del Cementerio Municipal SN SN,20090625,20090625,,2461.028,30,5,93_220,,,5__4_B____2_IT_1_5_36__567_TI_I_14,,,,5__4_B__,5__4_B____2_IT_1,5_36,5_36_,5_36_567,
111,5,340742,C4A,C-4a,1,1,43,,582,4,TI,I,"MARGARITAS-UNIVERSIDAD, LAS",28,065,GETAFE,B1,Calle   Madrid N 152,20090625,20090625,,1528.816,30,5,92_267,,,5__4_A____1_IT_1_5_43__582_TI_I_4,,,,5__4_A__,5__4_A____1_IT_1,5_43,5_43_,5_43_582,
112,5,340743,C4A,C-4a,2,1,43,,581,12,TI,I,"MARGARITAS-UNIVERSIDAD, LAS",28,065,GETAFE,B1,Calle   Madrid N 152,20090625,20090625,,2700.7198,30,5,92_267,,,5__4_A____2_IT_1_5_43__581_TI_I_12,,,,5__4_A__,5__4_A____2_IT_1,5_43,5_43_,5_43_581,
113,5,340744,C4B,C-4b,1,1,43,,582,4,TI,I,"MARGARITAS-UNIVERSIDAD, LAS",28,065,GETAFE,B1,Calle   Madrid N 152,20090625,20090625,,1528.8163,30,5,92_267,,,5__4_B____1_IT_1_5_43__582_TI_I_4,,,,5__4_B__,5__4_B____1_IT_1,5_43,5_43_,5_43_582,
114,5,340745,C4B,C-4b,2,1,43,,581,12,TI,I,"MARGARITAS-UNIVERSIDAD, LAS",28,065,GETAFE,B1,Calle   Madrid N 152,20090625,20090625,,2700.7198,30,5,92_267,,,5__4_B____2_IT_1_5_43__581_TI_I_12,,,,5__4_B__,5__4_B____2_IT_1,5_43,5_43_,5_43_581,
115,5,364222,C3,C-3,1,1,103,,526,6,TI,I,"CASAR, EL",28,065,GETAFE,B1,Avda del Casar N 2,20190919,20181105,,1473.6192,30,5,92_93,,,5__3_____1_IT_1_5_103__526_TI_I_6,,,,5__3___,5__3_____1_IT_1,5_103,5_103_,5_103_526,
116,5,364223,C3,C-3,2,1,103,,525,8,TI,I,"CASAR, EL",28,065,GETAFE,B1,Avda del Casar N 2,20190919,20181105,,1891.688,30,5,92_93,,,5__3_____2_IT_1_5_103__525_TI_I_8,,,,5__3___,5__3_____2_IT_1,5_103,5_103_,5_103_525,
117,5,332751,C5,C-5,1,1,104,,693,23,TI,T,HUMANES,28,073,HUMANES DE MADRID,B3,Calle   Cenicientos N 26,20040303,20040228,,3965.7519,30,5,93_235,,,5__5_____1_IT_1_5_104__693_TI_T_23,,,,5__5___,5__5_____1_IT_1,5_104,5_104_,5_104_693,
118,5,332752,C5,C-5,2,1,104,,694,1,TI,T,HUMANES,28,073,HUMANES DE MADRID,B3,Calle   Cenicientos N 26,20040303,20040228,,0,0,5,93_235,,,5__5_____2_IT_1_5_104__694_TI_T_1,,,,5__5___,5__5_____2_IT_1,5_104,5_104_,5_104_694,
119,5,332751,C5,C-5,1,1,41,,577,19,TI,I,LEGANES,28,074,LEGANES,B1,Calle  Virgen del Camino N 1,20040303,20040228,,2483.6878,30,5,92_88,,,5__5_____1_IT_1_5_41__577_TI_I_19,,,,5__5___,5__5_____1_IT_1,5_41,5_41_,5_41_577,
120,5,332752,C5,C-5,2,1,41,,578,5,TI,I,LEGANES,28,074,LEGANES,B1,Calle  Virgen del Camino N 1,20040303,20040228,,2105.8752,30,5,92_88,,,5__5_____2_IT_1_5_41__578_TI_I_5,,,,5__5___,5__5_____2_IT_1,5_41,5_41_,5_41_578,
121,5,332752,C5,C-5,2,1,95,,690,6,TI,I,ZARZAQUEMADA,28,074,LEGANES,B1,Avda   Europa N 14,20040303,20040228,,2478.9478,30,5,93_374,,,5__5_____2_IT_1_5_95__690_TI_I_6,,,,5__5___,5__5_____2_IT_1,5_95,5_95_,5_95_690,
122,5,332751,C5,C-5,1,1,95,,689,18,TI,I,ZARZAQUEMADA,28,074,LEGANES,B1,Avda   Europa N 14,20040303,20040228,,3116.5934,30,5,93_374,,,5__5_____1_IT_1_5_95__689_TI_I_18,,,,5__5___,5__5_____1_IT_1,5_95,5_95_,5_95_689,
123,5,332751,C5,C-5,1,1,105,,695,20,TI,I,PARQUE POLVORANCA,28,074,LEGANES,B1,Calle   Alcalde Francisco Moreno Menéndez N 4,20040303,20040228,,2106.7073,30,5,93_295,,,5__5_____1_IT_1_5_105__695_TI_I_20,,,,5__5___,5__5_____1_IT_1,5_105,5_105_,5_105_695,
124,5,332752,C5,C-5,2,1,105,,696,4,TI,I,PARQUE POLVORANCA,28,074,LEGANES,B1,Calle   Alcalde Francisco Moreno Menéndez N 4,20040303,20040228,,1917.0678,30,5,93_295,,,5__5_____2_IT_1_5_105__696_TI_I_4,,,,5__5___,5__5_____2_IT_1,5_105,5_105_,5_105_696,
125,5,332752,C5,C-5,2,1,1,,492,17,TI,I,"ÁGUILAS, LAS",28,079,MADRID,A,Avda del General Fanjul N 110,20040303,20040228,,1041.2491,30,5,93_120,,,5__5_____2_IT_1_5_1__492_TI_I_17,,,,5__5___,5__5_____2_IT_1,5_1,5_1_,5_1_492,
126,5,332751,C5,C-5,1,1,1,,491,7,TI,I,"ÁGUILAS, LAS",28,079,MADRID,A,Avda del General Fanjul N 110,20040303,20040228,,1087.0625,30,5,93_120,,,5__5_____1_IT_1_5_1__491_TI_I_7,,,,5__5___,5__5_____1_IT_1,5_1,5_1_,5_1_491,
127,5,332752,C5,C-5,2,1,7,,504,15,TI,I,ALUCHE,28,079,MADRID,A,Calle de Valmojado N 293,20040303,20040228,,2481.5173,30,5,90_1,,,5__5_____2_IT_1_5_7__504_TI_I_15,,,,5__5___,5__5_____2_IT_1,5_7,5_7_,5_7_504,
128,5,332751,C5,C-5,1,1,7,,503,9,TI,I,ALUCHE,28,079,MADRID,A,Calle de Valmojado N 293,20040303,20040228,,593.0051,30,5,90_1,,,5__5_____1_IT_1_5_7__503_TI_I_9,,,,5__5___,5__5_____1_IT_1,5_7,5_7_,5_7_503,
129,5,361622,C10,C-10,1,1,9,,507,10,TI,I,ARAVACA,28,079,MADRID,A,Calle de la Golondrina N 104,20180312,20170126,,1211.0706,30,5,92_94,,,5__10_____1_IT_1_5_9__507_TI_I_10,,,,5__10___,5__10_____1_IT_1,5_9,5_9_,5_9_507,
130,5,361623,C10,C-10,2,1,9,,508,12,TI,I,ARAVACA,28,079,MADRID,A,Calle de la Golondrina N 104,20180312,20170126,,6744.7569,30,5,92_94,,,5__10_____2_IT_1_5_9__508_TI_I_12,,,,5__10___,5__10_____2_IT_1,5_9,5_9_,5_9_508,
131,5,364226,C7,C-7,1,1,9,,507,23,TI,I,ARAVACA,28,079,MADRID,A,Calle de la Golondrina N 104,20190919,20181105,,1211.0706,30,5,92_94,,,5__7_____1_IT_1_5_9__507_TI_I_23,,,,5__7___,5__7_____1_IT_1,5_9,5_9_,5_9_507,
132,5,364227,C7,C-7,2,1,9,,508,2,TI,I,ARAVACA,28,079,MADRID,A,Calle de la Golondrina N 104,20190919,20181105,,6744.1825,30,5,92_94,,,5__7_____2_IT_1_5_9__508_TI_I_2,,,,5__7___,5__7_____2_IT_1,5_9,5_9_,5_9_508,
133,5,330338,C2,C-2,1,1,10,,511,15,TI,I,ASAMBLEA DE MADRID-ENTREVÍAS,28,079,MADRID,A,Calle del Vizconde de Arlessón N 45,20010621,19930101,,1188.7831,30,5,93_145,,,5__2_____1_IT_1_5_10__511_TI_I_15,,,,5__2___,5__2_____1_IT_1,5_10,5_10_,5_10_511,
134,5,330357,C2,C-2,2,1,10,,512,5,TI,I,ASAMBLEA DE MADRID-ENTREVÍAS,28,079,MADRID,A,Calle del Vizconde de Arlessón N 45,20010621,19930101,,3191.7312,30,5,93_145,,,5__2_____2_IT_1_5_10__512_TI_I_5,,,,5__2___,5__2_____2_IT_1,5_10,5_10_,5_10_512,
135,5,364227,C7,C-7,2,1,10,,512,14,TI,I,ASAMBLEA DE MADRID-ENTREVÍAS,28,079,MADRID,A,Calle del Vizconde de Arlessón N 45,20190919,20181105,,3191.7312,30,5,93_145,,,5__7_____2_IT_1_5_10__512_TI_I_14,,,,5__7___,5__7_____2_IT_1,5_10,5_10_,5_10_512,
136,5,364228,C8,C-8,1,1,10,,511,15,TI,I,ASAMBLEA DE MADRID-ENTREVÍAS,28,079,MADRID,A,Calle del Vizconde de Arlessón N 45,20190919,20181105,,1188.7831,30,5,93_145,,,5__8_____1_IT_1_5_10__511_TI_I_15,,,,5__8___,5__8_____1_IT_1,5_10,5_10_,5_10_511,
137,5,364229,C8,C-8,2,1,10,,512,18,TI,I,ASAMBLEA DE MADRID-ENTREVÍAS,28,079,MADRID,A,Calle del Vizconde de Arlessón N 45,20190919,20181105,,3191.7312,30,5,93_145,,,5__8_____2_IT_1_5_10__512_TI_I_18,,,,5__8___,5__8_____2_IT_1,5_10,5_10_,5_10_512,
